T             MC_cycles-ac                  N_spins                    <E>/N                    <M>/N                  <|M|>/N                       Cv                       Xi                     varE                     varM
2                    80000                    10000              -1.74571798             -0.911451645              0.911451645        0.719550241798163        0.385208088970929         2.87820096719265        0.770416177941859
2.00258620689655                    80000                    10000               -1.7438192             -0.910591475              0.910591475        0.741048215277564        0.394468483066384         2.97186383360624        0.789957143244147
2.0051724137931                    80000                    10000               -1.7415822             -0.909395855              0.909395855        0.725278406863675        0.405292688350019         2.91613879159689        0.812681718191504
2.00775862068966                    80000                    10000              -1.74012274              -0.90888887               0.90888887        0.739904642899448        0.402515826805639         2.98262566892505        0.808154621233046
2.01034482758621                    80000                    10000             -1.738121355            -0.9078714375             0.9078714375        0.741580445417958        0.414776355974082         2.99708722963929        0.833843501837552
2.01293103448276                    80000                    10000             -1.736446635            -0.9071770625             0.9071770625        0.747081678802135        0.420313110196208         3.02709379177094        0.846061303713918
2.01551724137931                    80000                    10000              -1.73385391            -0.9057446225             0.9057446225         0.75850936204269        0.449397176928327         3.08129997711778        0.905767758326232
2.01810344827586                    80000                    10000              -1.73176743            -0.9049592725             0.9049592725        0.747741827233583        0.436172852516251         3.04535919195414        0.880241937707365
2.02068965517241                    80000                    10000             -1.730457715            -0.9043924925             0.9043924925        0.763724422186231          0.4391860220119         3.11842938978672        0.887458651375771
2.02327586206897                    80000                    10000             -1.728066805            -0.9031399525             0.9031399525        0.771449157365517        0.454004090691304         3.15803915091753        0.918575517976284
2.02586206896552                    80000                    10000              -1.72617416             -0.902159795              0.902159795        0.771024332033497         0.48102225739266         3.16437416294217        0.974484745579958
2.02844827586207                    80000                    10000             -1.724306675            -0.9013937675             0.9013937675        0.791910780546313        0.493304004084567         3.25839800443649          1.0006416565612
2.03103448275862                    80000                    10000              -1.72240709            -0.9006394175             0.9006394175        0.791848374567068        0.484301446360066         3.26645457732677        0.983632937607169
2.03362068965517                    80000                    10000             -1.720407185            -0.8995064575             0.8995064575        0.797945633807819        0.507716511864286         3.29999442375898         1.03250280300677
2.03620689655172                    80000                    10000              -1.71768828              -0.89803149               0.89803149        0.794395171823588        0.528611108047719         3.29367242642045         1.07636158380061
2.03879310344828                    80000                    10000             -1.716066765            -0.8973781025             0.8973781025        0.825327756124892        0.544444543253695          3.4306211643517         1.11000977999568
2.04137931034483                    80000                    10000             -1.713889955            -0.8962223425             0.8962223425        0.805155475618781        0.541854160822223         3.35526764099002         1.10612987312675
2.04396551724138                    80000                    10000              -1.71146125            -0.8950330625             0.8950330625        0.811228472303102        0.538412627036061         3.38914628438354         1.10049684370905
2.04655172413793                    80000                    10000             -1.709903775             -0.894291925              0.894291925        0.826622298036479        0.557694777259555          3.4622033074975         1.14135120794326
2.04913793103448                    80000                    10000             -1.707621645              -0.89336302               0.89336302        0.825340781520761        0.545603489088721         3.46557809494138         1.11801680479646
2.05172413793103                    80000                    10000              -1.70552745            -0.8921470925             0.8921470925         0.82359442145218        0.578079246151047          3.4669799649775         1.18605914296508
2.05431034482759                    80000                    10000              -1.70307809            -0.8907295325             0.8907295325        0.848451140142714        0.642495907027482         3.58062585951686         1.31988598831594
2.05689655172414                    80000                    10000             -1.700671885            -0.8897605175             0.8897605175        0.850155547650563        0.600475199049272         3.59685800546408         1.23511536632031
2.05948275862069                    80000                    10000             -1.698459345            -0.8885315975             0.8885315975        0.845373337560977        0.620833406168554         3.58562500171065         1.27859569597989
2.06206896551724                    80000                    10000              -1.69638608             -0.887379765              0.887379765        0.849094868958534        0.650149048293863         3.61046042234302         1.34065217544734
2.06465517241379                    80000                    10000             -1.694241945            -0.8863900425             0.8863900425        0.867299023029083        0.645551112501158         3.69712312616706           1.332840443483
2.06724137931035                    80000                    10000               -1.6923433              -0.88536656               0.88536656        0.874825733831149        0.688180331480264         3.73855633109808         1.42263485766351
2.0698275862069                    80000                    10000               -1.6898402            -0.8839745675             0.8839745675        0.885412255700723        0.707709476209938         3.79327099961042         1.46483659687936
2.07241379310345                    80000                    10000              -1.68737569            -0.8826964025             0.8826964025        0.892214069022541        0.704127358849701         3.83196925023794         1.45924325058162
2.075                    80000                    10000             -1.685302495            -0.8815004775             0.8815004775        0.901521894672575        0.761283174805612         3.88161520774961         1.57966258772165
