T             MC_cycles-ac                  N_spins                    <E>/N                    <M>/N                  <|M|>/N                       Cv                       Xi                     varE                     varM
2.35                   980000                     3600        -1.26794392743764     2.84778911564626e-05        0.252152922335601         1.45235952824421         138.849939122856         8.02065549472864         326.297356938712
2.35263157894737                   980000                     3600        -1.26402507029478      0.00432815136054422        0.245061636621315         1.42471964615059          131.96891315105         7.88564564481171         310.474232518523
2.35526315789474                   980000                     3600        -1.26144795578231      0.00447161734693878        0.245844387188209         1.42302352120781         131.719271259789         7.89388792296044         310.233546782923
2.35789473684211                   980000                     3600        -1.25750253628118       0.0181483270975057        0.237008068594104         1.37711314852456         122.615506176775         7.65629133965303         289.114456669449
2.36052631578947                   980000                     3600        -1.25334776303855      0.00867799489795918         0.22877635430839         1.36659556669297         115.611300202456          7.6147859579035         272.903516530533
2.36315789473684                   980000                     3600        -1.25011235034014      0.00176611451247166        0.227015800453515         1.36709146371795         114.451912493012          7.6345431073962         270.467940575592
2.36578947368421                   980000                     3600        -1.24562570068027      0.00389554308390023        0.216242764172336         1.31395266694258         103.548824198385         7.35414030038545         244.974718300916
2.36842105263158                   980000                     3600        -1.24288253968254     -0.00483803401360544        0.215297454648526         1.32268235192528         103.484125371926         7.41947856689389         245.093981144036
2.37105263157895                   980000                     3600        -1.24000188321995    -0.000331177437641723        0.213228829365079         1.30524230078868         100.915573424867          7.3379293976631         239.276135936329
2.37368421052632                   980000                     3600        -1.23642427097506      -0.0132386360544218        0.210116004535147         1.28949759771382         98.0871771870266         7.26551525962849         232.827983743942
2.37631578947368                   980000                     3600        -1.23232904875283     -0.00335525453514739        0.199516518707483         1.24514210874439         88.1633976427442         7.03116400103292           209.5040738721
2.37894736842105                   980000                     3600        -1.22937034693878     -0.00158620124716553        0.196391049319728         1.24901775487089         86.6275720250913         7.06867931831421         206.082434501796
2.38157894736842                   980000                     3600        -1.22675900113379     -0.00931358503401361         0.19578327324263         1.23273334867385         85.8991441407762         6.99196281785042         204.575593282638
2.38421052631579                   980000                     3600        -1.22332713151927     -0.00724179875283447        0.191263076530612         1.21816861211211         82.1166979703603         6.92463054634113         195.783495687227
2.38684210526316                   980000                     3600        -1.22049321088435     -0.00560523412698413        0.190774825963719         1.20531425455458         81.2339812065369           6.866693671711         193.892686721918
2.38947368421053                   980000                     3600        -1.21662791269841      0.00794263095238095        0.179138490362812         1.17411367708014         72.1776312214229         6.70370123725902         172.466550392242
2.39210526315789                   980000                     3600        -1.21410182426304     -0.00546948752834467        0.182769373015873         1.18155166980844         75.0774346271233         6.76103667092096         179.593126515934
2.39473684210526                   980000                     3600          -1.210210361678     -0.00558869954648526        0.174226756235828         1.15613446988806         68.3139805189344         6.63015896478047         163.594005979553
2.39736842105263                   980000                     3600        -1.20699404648526     -0.00121907482993197        0.172946193877551         1.14249112915821         66.9677624388633         6.56632534904509         160.546398899485
2.4                   980000                     3600        -1.20447481405896     0.000351743197278912        0.171133284013605         1.14854240194926         66.2133373218308         6.61560423522774         158.912009572394
