T           MC_cycles             N_spins      accepted flips               <E>/N             <|M|>/N
2.5                 100                   4                  87   -1.41772151898734    0.80379746835443
2.5                 100                   4                  87              -1.425             0.80625
2.5                 100                   4                  87    -1.4320987654321   0.808641975308642
2.5                 100                   4                  87    -1.4390243902439   0.810975609756098
2.5                 100                   4                  87   -1.44578313253012   0.813253012048193
2.5                 100                   4                  87   -1.45238095238095    0.81547619047619
2.5                 100                   4                  87   -1.45882352941176   0.817647058823529
2.5                 100                   4                  87   -1.46511627906977   0.819767441860465
2.5                 100                   4                  88   -1.44827586206897   0.816091954022989
2.5                 100                   4                  91   -1.43181818181818   0.806818181818182
2.5                 100                   4                  93   -1.43820224719101   0.808988764044944
2.5                 100                   4                  93   -1.44444444444444   0.811111111111111
2.5                 100                   4                  93   -1.45054945054945   0.813186813186813
2.5                 100                   4                  93   -1.45652173913043   0.815217391304348
2.5                 100                   4                  93   -1.46236559139785   0.817204301075269
2.5                 100                   4                  93   -1.46808510638298   0.819148936170213
2.5                 100                   4                  97   -1.47368421052632   0.821052631578947
2.5                 100                   4                  97   -1.47916666666667   0.822916666666667
2.5                 100                   4                  97   -1.48453608247423   0.824742268041237
2.5                 100                   4                  97   -1.48979591836735   0.826530612244898
2.5                 100                   4                  97    -1.4949494949495   0.828282828282828
2.5                 100                   4                  97                -1.5                0.83
2.55555555555556                 100                   4                   1                   0                 0.5
2.55555555555556                 100                   4                   2                  -1                0.75
2.55555555555556                 100                   4                   2   -1.33333333333333   0.833333333333333
2.55555555555556                 100                   4                   2                -1.5               0.875
2.55555555555556                 100                   4                   5                -1.2                 0.8
2.55555555555556                 100                   4                   9                  -1                0.75
2.55555555555556                 100                   4                  12   -1.14285714285714   0.785714285714286
2.55555555555556                 100                   4                  16                  -1              0.6875
2.55555555555556                 100                   4                  20  -0.888888888888889   0.611111111111111
2.55555555555556                 100                   4                  24                -0.8                0.55
2.55555555555556                 100                   4                  27  -0.727272727272727   0.545454545454545
2.55555555555556                 100                   4                  30  -0.833333333333333   0.583333333333333
2.55555555555556                 100                   4                  34  -0.923076923076923   0.615384615384615
2.55555555555556                 100                   4                  36                  -1   0.642857142857143
2.55555555555556                 100                   4                  36   -1.06666666666667   0.666666666666667
2.55555555555556                 100                   4                  36              -1.125              0.6875
2.55555555555556                 100                   4                  36   -1.17647058823529   0.705882352941177
2.55555555555556                 100                   4                  36   -1.22222222222222   0.722222222222222
2.55555555555556                 100                   4                  36   -1.26315789473684   0.736842105263158
2.55555555555556                 100                   4                  36                -1.3                0.75
2.55555555555556                 100                   4                  36   -1.33333333333333   0.761904761904762
2.55555555555556                 100                   4                  36   -1.36363636363636   0.772727272727273
2.55555555555556                 100                   4                  36   -1.39130434782609   0.782608695652174
2.55555555555556                 100                   4                  36   -1.41666666666667   0.791666666666667
2.55555555555556                 100                   4                  36               -1.44                 0.8
2.55555555555556                 100                   4                  36   -1.46153846153846   0.807692307692308
2.55555555555556                 100                   4                  36   -1.48148148148148   0.814814814814815
2.55555555555556                 100                   4                  36                -1.5   0.821428571428571
2.55555555555556                 100                   4                  36   -1.51724137931034   0.827586206896552
2.55555555555556                 100                   4                  38   -1.53333333333333   0.833333333333333
2.55555555555556                 100                   4                  40   -1.54838709677419   0.838709677419355
2.55555555555556                 100                   4                  40             -1.5625             0.84375
2.55555555555556                 100                   4                  40   -1.57575757575758   0.848484848484849
2.55555555555556                 100                   4                  40   -1.58823529411765   0.852941176470588
2.55555555555556                 100                   4                  40                -1.6   0.857142857142857
2.55555555555556                 100                   4                  40   -1.61111111111111   0.861111111111111
2.55555555555556                 100                   4                  40   -1.62162162162162   0.864864864864865
2.55555555555556                 100                   4                  40   -1.63157894736842   0.868421052631579
2.55555555555556                 100                   4                  42   -1.58974358974359   0.846153846153846
2.55555555555556                 100                   4                  44                -1.6                0.85
2.55555555555556                 100                   4                  44   -1.60975609756098   0.853658536585366
2.55555555555556                 100                   4                  44   -1.61904761904762   0.857142857142857
2.55555555555556                 100                   4                  44   -1.62790697674419    0.86046511627907
2.55555555555556                 100                   4                  44   -1.63636363636364   0.863636363636364
2.55555555555556                 100                   4                  44   -1.64444444444444   0.866666666666667
2.55555555555556                 100                   4                  44   -1.65217391304348   0.869565217391304
2.55555555555556                 100                   4                  44   -1.65957446808511   0.872340425531915
2.55555555555556                 100                   4                  44   -1.66666666666667               0.875
2.55555555555556                 100                   4                  44    -1.6734693877551   0.877551020408163
2.55555555555556                 100                   4                  44               -1.68                0.88
2.55555555555556                 100                   4                  45   -1.64705882352941   0.872549019607843
2.55555555555556                 100                   4                  46   -1.65384615384615               0.875
2.55555555555556                 100                   4                  46   -1.66037735849057   0.877358490566038
2.55555555555556                 100                   4                  46   -1.66666666666667    0.87962962962963
2.55555555555556                 100                   4                  46   -1.67272727272727   0.881818181818182
2.55555555555556                 100                   4                  46   -1.67857142857143   0.883928571428571
2.55555555555556                 100                   4                  46   -1.68421052631579   0.885964912280702
2.55555555555556                 100                   4                  46   -1.68965517241379   0.887931034482759
2.55555555555556                 100                   4                  46   -1.69491525423729   0.889830508474576
2.55555555555556                 100                   4                  46                -1.7   0.891666666666667
2.55555555555556                 100                   4                  48   -1.67213114754098   0.877049180327869
2.55555555555556                 100                   4                  52   -1.67741935483871   0.879032258064516
2.55555555555556                 100                   4                  52   -1.68253968253968   0.880952380952381
2.55555555555556                 100                   4                  53            -1.65625               0.875
2.55555555555556                 100                   4                  54   -1.66153846153846   0.876923076923077
2.55555555555556                 100                   4                  54   -1.66666666666667   0.878787878787879
2.55555555555556                 100                   4                  54   -1.67164179104478   0.880597014925373
2.55555555555556                 100                   4                  54   -1.67647058823529   0.882352941176471
2.55555555555556                 100                   4                  55   -1.65217391304348   0.876811594202899
2.55555555555556                 100                   4                  59   -1.62857142857143   0.871428571428571
2.55555555555556                 100                   4                  63    -1.6056338028169   0.866197183098592
2.55555555555556                 100                   4                  66   -1.58333333333333   0.854166666666667
2.55555555555556                 100                   4                  69   -1.56164383561644   0.849315068493151
2.55555555555556                 100                   4                  72   -1.56756756756757   0.851351351351351
2.55555555555556                 100                   4                  72   -1.57333333333333   0.853333333333333
2.55555555555556                 100                   4                  72   -1.57894736842105   0.855263157894737
2.55555555555556                 100                   4                  72   -1.58441558441558   0.857142857142857
2.55555555555556                 100                   4                  72   -1.58974358974359   0.858974358974359
2.55555555555556                 100                   4                  72   -1.59493670886076   0.860759493670886
2.55555555555556                 100                   4                  74              -1.575                0.85
2.55555555555556                 100                   4                  78   -1.58024691358025   0.851851851851852
2.55555555555556                 100                   4                  78   -1.58536585365854   0.853658536585366
2.55555555555556                 100                   4                  78   -1.59036144578313   0.855421686746988
2.55555555555556                 100                   4                  78    -1.5952380952381   0.857142857142857
2.55555555555556                 100                   4                  78                -1.6   0.858823529411765
2.55555555555556                 100                   4                  78    -1.6046511627907    0.86046511627907
2.55555555555556                 100                   4                  78   -1.60919540229885   0.862068965517241
2.55555555555556                 100                   4                  78   -1.61363636363636   0.863636363636364
2.55555555555556                 100                   4                  78   -1.61797752808989   0.865168539325843
2.55555555555556                 100                   4                  78   -1.62222222222222   0.866666666666667
2.55555555555556                 100                   4                  78   -1.62637362637363   0.868131868131868
2.55555555555556                 100                   4                  78    -1.6304347826087   0.869565217391304
2.55555555555556                 100                   4                  81   -1.61290322580645   0.865591397849462
2.55555555555556                 100                   4                  85   -1.59574468085106   0.861702127659574
2.55555555555556                 100                   4                  88   -1.57894736842105   0.852631578947368
2.55555555555556                 100                   4                  90   -1.58333333333333   0.854166666666667
2.55555555555556                 100                   4                  90   -1.58762886597938   0.855670103092783
2.55555555555556                 100                   4                  90   -1.59183673469388   0.857142857142857
2.55555555555556                 100                   4                  90    -1.5959595959596   0.858585858585859
2.55555555555556                 100                   4                  90                -1.6                0.86
2.61111111111111                 100                   4                   0                  -2                   1
2.61111111111111                 100                   4                   0                  -2                   1
2.61111111111111                 100                   4                   0                  -2                   1
2.61111111111111                 100                   4                   0                  -2                   1
2.61111111111111                 100                   4                   0                  -2                   1
2.61111111111111                 100                   4                   0                  -2                   1
2.61111111111111                 100                   4                   0                  -2                   1
2.61111111111111                 100                   4                   0                  -2                   1
2.61111111111111                 100                   4                   2                  -2                   1
2.61111111111111                 100                   4                   2                  -2                   1
2.61111111111111                 100                   4                   2                  -2                   1
2.61111111111111                 100                   4                   2                  -2                   1
2.61111111111111                 100                   4                   2                  -2                   1
2.61111111111111                 100                   4                   2                  -2                   1
2.61111111111111                 100                   4                   2                  -2                   1
2.61111111111111                 100                   4                   2                  -2                   1
2.61111111111111                 100                   4                   2                  -2                   1
2.61111111111111                 100                   4                   2                  -2                   1
2.61111111111111                 100                   4                   4                  -2                   1
2.61111111111111                 100                   4                   4                  -2                   1
2.61111111111111                 100                   4                   4                  -2                   1
2.61111111111111                 100                   4                   6   -1.90909090909091   0.954545454545455
2.61111111111111                 100                   4                  10   -1.82608695652174    0.91304347826087
2.61111111111111                 100                   4                  11               -1.75   0.895833333333333
2.61111111111111                 100                   4                  14               -1.68                0.86
2.61111111111111                 100                   4                  17   -1.61538461538462   0.846153846153846
2.61111111111111                 100                   4                  18   -1.62962962962963   0.851851851851852
2.61111111111111                 100                   4                  19   -1.57142857142857   0.839285714285714
2.61111111111111                 100                   4                  20   -1.58620689655172   0.844827586206897
2.61111111111111                 100                   4                  20                -1.6                0.85
2.61111111111111                 100                   4                  20   -1.61290322580645   0.854838709677419
2.61111111111111                 100                   4                  20              -1.625            0.859375
2.61111111111111                 100                   4                  20   -1.63636363636364   0.863636363636364
2.61111111111111                 100                   4                  20   -1.64705882352941   0.867647058823529
2.61111111111111                 100                   4                  20   -1.65714285714286   0.871428571428571
2.61111111111111                 100                   4                  20   -1.66666666666667               0.875
2.61111111111111                 100                   4                  20   -1.67567567567568   0.878378378378378
2.61111111111111                 100                   4                  20   -1.68421052631579   0.881578947368421
2.61111111111111                 100                   4                  20   -1.69230769230769   0.884615384615385
2.61111111111111                 100                   4                  20                -1.7              0.8875
2.61111111111111                 100                   4                  20   -1.70731707317073   0.890243902439024
2.61111111111111                 100                   4                  23   -1.66666666666667   0.880952380952381
2.61111111111111                 100                   4                  26   -1.67441860465116   0.883720930232558
2.61111111111111                 100                   4                  26   -1.68181818181818   0.886363636363636
2.61111111111111                 100                   4                  26   -1.68888888888889   0.888888888888889
2.61111111111111                 100                   4                  26   -1.69565217391304   0.891304347826087
2.61111111111111                 100                   4                  26   -1.70212765957447   0.893617021276596
2.61111111111111                 100                   4                  26   -1.70833333333333   0.895833333333333
2.61111111111111                 100                   4                  26   -1.71428571428571   0.897959183673469
2.61111111111111                 100                   4                  26               -1.72                 0.9
2.61111111111111                 100                   4                  26   -1.72549019607843   0.901960784313726
2.61111111111111                 100                   4                  26   -1.73076923076923   0.903846153846154
2.61111111111111                 100                   4                  26   -1.73584905660377   0.905660377358491
2.61111111111111                 100                   4                  26   -1.74074074074074   0.907407407407407
2.61111111111111                 100                   4                  26   -1.74545454545455   0.909090909090909
2.61111111111111                 100                   4                  26               -1.75   0.910714285714286
2.61111111111111                 100                   4                  26   -1.75438596491228   0.912280701754386
2.61111111111111                 100                   4                  26   -1.75862068965517   0.913793103448276
2.61111111111111                 100                   4                  26   -1.76271186440678   0.915254237288136
2.61111111111111                 100                   4                  26   -1.76666666666667   0.916666666666667
2.61111111111111                 100                   4                  26   -1.77049180327869   0.918032786885246
2.61111111111111                 100                   4                  26    -1.7741935483871   0.919354838709677
2.61111111111111                 100                   4                  26   -1.77777777777778   0.920634920634921
2.61111111111111                 100                   4                  26            -1.78125            0.921875
2.61111111111111                 100                   4                  26   -1.78461538461538   0.923076923076923
2.61111111111111                 100                   4                  26   -1.78787878787879   0.924242424242424
2.61111111111111                 100                   4                  26    -1.7910447761194   0.925373134328358
2.61111111111111                 100                   4                  26   -1.79411764705882   0.926470588235294
2.61111111111111                 100                   4                  28   -1.76811594202899    0.91304347826087
2.61111111111111                 100                   4                  31   -1.74285714285714   0.907142857142857
2.61111111111111                 100                   4                  34   -1.74647887323944   0.908450704225352
2.61111111111111                 100                   4                  34               -1.75   0.909722222222222
2.61111111111111                 100                   4                  36   -1.75342465753425   0.910958904109589
2.61111111111111                 100                   4                  36   -1.75675675675676   0.912162162162162
2.61111111111111                 100                   4                  38   -1.73333333333333                 0.9
2.61111111111111                 100                   4                  40   -1.73684210526316   0.901315789473684
2.61111111111111                 100                   4                  40   -1.74025974025974   0.902597402597403
2.61111111111111                 100                   4                  40   -1.74358974358974   0.903846153846154
2.61111111111111                 100                   4                  40   -1.74683544303797   0.905063291139241
2.61111111111111                 100                   4                  41              -1.725                 0.9
2.61111111111111                 100                   4                  44   -1.72839506172839   0.901234567901235
2.61111111111111                 100                   4                  44   -1.73170731707317   0.902439024390244
2.61111111111111                 100                   4                  44   -1.73493975903614   0.903614457831325
2.61111111111111                 100                   4                  45   -1.71428571428571   0.898809523809524
2.61111111111111                 100                   4                  47   -1.69411764705882   0.894117647058824
2.61111111111111                 100                   4                  50   -1.69767441860465   0.895348837209302
2.61111111111111                 100                   4                  50   -1.70114942528736   0.896551724137931
2.61111111111111                 100                   4                  53   -1.68181818181818   0.892045454545455
2.61111111111111                 100                   4                  54   -1.68539325842697   0.893258426966292
2.61111111111111                 100                   4                  54   -1.68888888888889   0.894444444444444
2.61111111111111                 100                   4                  54   -1.69230769230769   0.895604395604396
2.61111111111111                 100                   4                  54   -1.69565217391304   0.896739130434783
2.61111111111111                 100                   4                  54    -1.6989247311828   0.897849462365591
2.61111111111111                 100                   4                  54   -1.70212765957447   0.898936170212766
2.61111111111111                 100                   4                  54   -1.70526315789474                 0.9
2.61111111111111                 100                   4                  54   -1.70833333333333   0.901041666666667
2.61111111111111                 100                   4                  54   -1.71134020618557   0.902061855670103
2.61111111111111                 100                   4                  56   -1.71428571428571   0.903061224489796
2.61111111111111                 100                   4                  56   -1.71717171717172   0.904040404040404
2.61111111111111                 100                   4                  56               -1.72               0.905
2.66666666666667                 100                   4                   0                  -2                   1
2.66666666666667                 100                   4                   0                  -2                   1
2.66666666666667                 100                   4                   1   -1.33333333333333   0.833333333333333
2.66666666666667                 100                   4                   4                -1.5               0.875
2.66666666666667                 100                   4                   4                -1.6                 0.9
2.66666666666667                 100                   4                   4   -1.66666666666667   0.916666666666667
2.66666666666667                 100                   4                   4   -1.71428571428571   0.928571428571429
2.66666666666667                 100                   4                   4               -1.75              0.9375
2.66666666666667                 100                   4                   6   -1.77777777777778   0.944444444444444
2.66666666666667                 100                   4                   8                -1.8                0.95
2.66666666666667                 100                   4                   8   -1.81818181818182   0.954545454545455
2.66666666666667                 100                   4                   8   -1.83333333333333   0.958333333333333
2.66666666666667                 100                   4                   8   -1.84615384615385   0.961538461538462
2.66666666666667                 100                   4                   8   -1.85714285714286   0.964285714285714
2.66666666666667                 100                   4                   8   -1.86666666666667   0.966666666666667
2.66666666666667                 100                   4                   8              -1.875             0.96875
2.66666666666667                 100                   4                   8   -1.88235294117647   0.970588235294118
2.66666666666667                 100                   4                  11   -1.77777777777778   0.944444444444444
2.66666666666667                 100                   4                  15   -1.68421052631579   0.921052631578947
2.66666666666667                 100                   4                  16                -1.7               0.925
2.66666666666667                 100                   4                  16   -1.71428571428571   0.928571428571429
2.66666666666667                 100                   4                  16   -1.72727272727273   0.931818181818182
2.66666666666667                 100                   4                  16   -1.73913043478261   0.934782608695652
2.66666666666667                 100                   4                  16               -1.75              0.9375
2.66666666666667                 100                   4                  16               -1.76                0.94
2.66666666666667                 100                   4                  18   -1.76923076923077   0.942307692307692
2.66666666666667                 100                   4                  18   -1.77777777777778   0.944444444444444
2.66666666666667                 100                   4                  18   -1.78571428571429   0.946428571428571
2.66666666666667                 100                   4                  18   -1.79310344827586   0.948275862068966
2.66666666666667                 100                   4                  18                -1.8                0.95
2.66666666666667                 100                   4                  18   -1.80645161290323   0.951612903225806
2.66666666666667                 100                   4                  18             -1.8125            0.953125
2.66666666666667                 100                   4                  18   -1.81818181818182   0.954545454545455
2.66666666666667                 100                   4                  18   -1.82352941176471   0.955882352941177
2.66666666666667                 100                   4                  18   -1.82857142857143   0.957142857142857
2.66666666666667                 100                   4                  22   -1.77777777777778   0.930555555555556
2.66666666666667                 100                   4                  26   -1.67567567567568   0.905405405405405
2.66666666666667                 100                   4                  29   -1.63157894736842   0.894736842105263
2.66666666666667                 100                   4                  30   -1.64102564102564   0.897435897435897
2.66666666666667                 100                   4                  33                -1.6              0.8875
2.66666666666667                 100                   4                  36   -1.60975609756098   0.890243902439024
2.66666666666667                 100                   4                  36   -1.61904761904762   0.892857142857143
2.66666666666667                 100                   4                  36   -1.62790697674419   0.895348837209302
2.66666666666667                 100                   4                  36   -1.63636363636364   0.897727272727273
2.66666666666667                 100                   4                  36   -1.64444444444444                 0.9
2.66666666666667                 100                   4                  36   -1.65217391304348   0.902173913043478
2.66666666666667                 100                   4                  36   -1.65957446808511   0.904255319148936
2.66666666666667                 100                   4                  36   -1.66666666666667             0.90625
2.66666666666667                 100                   4                  36    -1.6734693877551   0.908163265306122
2.66666666666667                 100                   4                  36               -1.68                0.91
2.66666666666667                 100                   4                  36   -1.68627450980392   0.911764705882353
2.66666666666667                 100                   4                  37   -1.65384615384615   0.903846153846154
2.66666666666667                 100                   4                  40   -1.58490566037736   0.886792452830189
2.66666666666667                 100                   4                  44   -1.55555555555556    0.87037037037037
2.66666666666667                 100                   4                  48   -1.56363636363636   0.872727272727273
2.66666666666667                 100                   4                  51   -1.53571428571429   0.866071428571429
2.66666666666667                 100                   4                  52   -1.54385964912281   0.868421052631579
2.66666666666667                 100                   4                  53   -1.51724137931034   0.862068965517241
2.66666666666667                 100                   4                  57   -1.49152542372881   0.855932203389831
2.66666666666667                 100                   4                  60   -1.46666666666667   0.841666666666667
2.66666666666667                 100                   4                  63   -1.44262295081967   0.836065573770492
2.66666666666667                 100                   4                  65   -1.41935483870968   0.830645161290323
2.66666666666667                 100                   4                  68    -1.3968253968254   0.817460317460317
2.66666666666667                 100                   4                  71              -1.375              0.8125
2.66666666666667                 100                   4                  74   -1.38461538461538   0.815384615384615
2.66666666666667                 100                   4                  74   -1.39393939393939   0.818181818181818
2.66666666666667                 100                   4                  74   -1.40298507462687    0.82089552238806
2.66666666666667                 100                   4                  74   -1.41176470588235   0.823529411764706
2.66666666666667                 100                   4                  74   -1.42028985507246   0.826086956521739
2.66666666666667                 100                   4                  74   -1.42857142857143   0.828571428571429
2.66666666666667                 100                   4                  74   -1.43661971830986   0.830985915492958
2.66666666666667                 100                   4                  75   -1.41666666666667   0.826388888888889
2.66666666666667                 100                   4                  79    -1.3972602739726   0.821917808219178
2.66666666666667                 100                   4                  82   -1.37837837837838   0.810810810810811
2.66666666666667                 100                   4                  83               -1.36   0.806666666666667
2.66666666666667                 100                   4                  86   -1.36842105263158   0.809210526315789
2.66666666666667                 100                   4                  86   -1.37662337662338   0.811688311688312
2.66666666666667                 100                   4                  86   -1.38461538461538   0.814102564102564
2.66666666666667                 100                   4                  86   -1.39240506329114   0.816455696202532
2.66666666666667                 100                   4                  86                -1.4             0.81875
2.66666666666667                 100                   4                  86   -1.40740740740741   0.820987654320988
2.66666666666667                 100                   4                  86   -1.41463414634146   0.823170731707317
2.66666666666667                 100                   4                  86   -1.42168674698795   0.825301204819277
2.66666666666667                 100                   4                  88   -1.42857142857143   0.827380952380952
2.66666666666667                 100                   4                  88   -1.43529411764706   0.829411764705882
2.66666666666667                 100                   4                  88   -1.44186046511628   0.831395348837209
2.66666666666667                 100                   4                  88   -1.44827586206897   0.833333333333333
2.66666666666667                 100                   4                  88   -1.45454545454545   0.835227272727273
2.66666666666667                 100                   4                  88   -1.46067415730337   0.837078651685393
2.66666666666667                 100                   4                  89   -1.44444444444444   0.833333333333333
2.66666666666667                 100                   4                  93   -1.42857142857143    0.82967032967033
2.66666666666667                 100                   4                  96   -1.41304347826087   0.820652173913043
2.66666666666667                 100                   4                 100   -1.39784946236559   0.811827956989247
2.66666666666667                 100                   4                 102   -1.40425531914894   0.813829787234043
2.66666666666667                 100                   4                 102   -1.41052631578947   0.815789473684211
2.66666666666667                 100                   4                 102   -1.41666666666667   0.817708333333333
2.66666666666667                 100                   4                 104   -1.38144329896907   0.809278350515464
2.66666666666667                 100                   4                 108   -1.36734693877551   0.801020408163265
2.66666666666667                 100                   4                 112   -1.35353535353535   0.792929292929293
2.66666666666667                 100                   4                 116               -1.36               0.795
2.72222222222222                 100                   4                   0                  -2                   1
2.72222222222222                 100                   4                   1                  -1                0.75
2.72222222222222                 100                   4                   5  -0.666666666666667   0.666666666666667
2.72222222222222                 100                   4                   8                  -1                0.75
2.72222222222222                 100                   4                   8                -1.2                 0.8
2.72222222222222                 100                   4                   9                  -1                0.75
2.72222222222222                 100                   4                  13  -0.857142857142857   0.714285714285714
2.72222222222222                 100                   4                  14                  -1                0.75
2.72222222222222                 100                   4                  14   -1.11111111111111   0.777777777777778
2.72222222222222                 100                   4                  14                -1.2                 0.8
2.72222222222222                 100                   4                  16   -1.09090909090909   0.727272727272727
2.72222222222222                 100                   4                  18   -1.16666666666667                0.75
2.72222222222222                 100                   4                  18   -1.23076923076923   0.769230769230769
2.72222222222222                 100                   4                  18   -1.28571428571429   0.785714285714286
2.72222222222222                 100                   4                  18   -1.33333333333333                 0.8
2.72222222222222                 100                   4                  18              -1.375              0.8125
2.72222222222222                 100                   4                  18   -1.41176470588235   0.823529411764706
2.72222222222222                 100                   4                  18   -1.44444444444444   0.833333333333333
2.72222222222222                 100                   4                  18   -1.47368421052632   0.842105263157895
2.72222222222222                 100                   4                  18                -1.5                0.85
2.72222222222222                 100                   4                  18   -1.52380952380952   0.857142857142857
2.72222222222222                 100                   4                  18   -1.54545454545455   0.863636363636364
2.72222222222222                 100                   4                  18   -1.56521739130435   0.869565217391304
2.72222222222222                 100                   4                  18   -1.58333333333333               0.875
2.72222222222222                 100                   4                  18                -1.6                0.88
2.72222222222222                 100                   4                  18   -1.61538461538462   0.884615384615385
2.72222222222222                 100                   4                  18   -1.62962962962963   0.888888888888889
2.72222222222222                 100                   4                  18   -1.64285714285714   0.892857142857143
2.72222222222222                 100                   4                  18    -1.6551724137931   0.896551724137931
2.72222222222222                 100                   4                  20                -1.6   0.866666666666667
2.72222222222222                 100                   4                  23   -1.54838709677419   0.854838709677419
2.72222222222222                 100                   4                  26                -1.5            0.828125
2.72222222222222                 100                   4                  29   -1.45454545454545   0.818181818181818
2.72222222222222                 100                   4                  30   -1.47058823529412   0.823529411764706
2.72222222222222                 100                   4                  30   -1.48571428571429   0.828571428571429
2.72222222222222                 100                   4                  33   -1.44444444444444   0.819444444444444
2.72222222222222                 100                   4                  34   -1.45945945945946   0.824324324324324
2.72222222222222                 100                   4                  36   -1.47368421052632   0.828947368421053
2.72222222222222                 100                   4                  36   -1.48717948717949   0.833333333333333
2.72222222222222                 100                   4                  36                -1.5              0.8375
2.72222222222222                 100                   4                  38   -1.46341463414634   0.817073170731707
2.72222222222222                 100                   4                  41   -1.42857142857143    0.80952380952381
2.72222222222222                 100                   4                  42   -1.44186046511628   0.813953488372093
2.72222222222222                 100                   4                  42   -1.45454545454545   0.818181818181818
2.72222222222222                 100                   4                  42   -1.46666666666667   0.822222222222222
2.72222222222222                 100                   4                  42   -1.47826086956522   0.826086956521739
2.72222222222222                 100                   4                  42   -1.48936170212766   0.829787234042553
