T        MC_cycles-ac             N_spins      accepted flips               <E>/N             <|M|>/N
1                1000                 400                1987               -1.98              -0.995
1                1000                 400                1990                  -2                  -1
1                1000                 400                1990                  -2                  -1
1                1000                 400                1990                  -2                  -1
1                1000                 400                1990                  -2                  -1
1                1000                 400                1990                  -2                  -1
1                1000                 400                1991               -1.98              -0.995
1                1000                 400                1992                  -2                  -1
1                1000                 400                1992                  -2                  -1
1                1000                 400                1992                  -2                  -1
1                1000                 400                1994                  -2                  -1
1                1000                 400                1994                  -2                  -1
1                1000                 400                1996                  -2                  -1
1                1000                 400                1996                  -2                  -1
1                1000                 400                1996                  -2                  -1
1                1000                 400                1996                  -2                  -1
1                1000                 400                1996                  -2                  -1
1                1000                 400                1998                  -2                  -1
1                1000                 400                1998                  -2                  -1
1                1000                 400                1998                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2000                  -2                  -1
1                1000                 400                2002                  -2                  -1
1                1000                 400                2002                  -2                  -1
1                1000                 400                2003               -1.98              -0.995
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2004                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2006                  -2                  -1
1                1000                 400                2008                  -2                  -1
1                1000                 400                2008                  -2                  -1
1                1000                 400                2008                  -2                  -1
1                1000                 400                2008                  -2                  -1
1                1000                 400                2010                  -2                  -1
1                1000                 400                2010                  -2                  -1
1                1000                 400                2011               -1.98              -0.995
1                1000                 400                2012                  -2                  -1
1                1000                 400                2012                  -2                  -1
1                1000                 400                2012                  -2                  -1
1                1000                 400                2012                  -2                  -1
1                1000                 400                2012                  -2                  -1
1                1000                 400                2012                  -2                  -1
1                1000                 400                2012                  -2                  -1
1                1000                 400                2012                  -2                  -1
1                1000                 400                2013               -1.98              -0.995
1                1000                 400                2013               -1.98              -0.995
1                1000                 400                2015               -1.98              -0.995
1                1000                 400                2016                  -2                  -1
1                1000                 400                2016                  -2                  -1
1                1000                 400                2016                  -2                  -1
1                1000                 400                2016                  -2                  -1
1                1000                 400                2016                  -2                  -1
1                1000                 400                2016                  -2                  -1
1                1000                 400                2016                  -2                  -1
1                1000                 400                2017               -1.98              -0.995
1                1000                 400                2018                  -2                  -1
1                1000                 400                2018                  -2                  -1
1                1000                 400                2018                  -2                  -1
1                1000                 400                2018                  -2                  -1
1                1000                 400                2018                  -2                  -1
1                1000                 400                2018                  -2                  -1
1                1000                 400                2019               -1.98              -0.995
1                1000                 400                2019               -1.98              -0.995
1                1000                 400                2019               -1.98              -0.995
1                1000                 400                2020               -1.96               -0.99
1                1000                 400                2022                  -2                  -1
1                1000                 400                2022                  -2                  -1
1                1000                 400                2023               -1.98              -0.995
1                1000                 400                2024                  -2                  -1
1                1000                 400                2024                  -2                  -1
1                1000                 400                2024                  -2                  -1
1                1000                 400                2024                  -2                  -1
1                1000                 400                2024                  -2                  -1
1                1000                 400                2024                  -2                  -1
1                1000                 400                2024                  -2                  -1
1                1000                 400                2024                  -2                  -1
1                1000                 400                2026                  -2                  -1
1                1000                 400                2026                  -2                  -1
1                1000                 400                2026                  -2                  -1
1                1000                 400                2026                  -2                  -1
1                1000                 400                2026                  -2                  -1
1                1000                 400                2028               -1.97               -0.99
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2030                  -2                  -1
1                1000                 400                2031               -1.98              -0.995
1                1000                 400                2033               -1.96              -0.985
1                1000                 400                2034               -1.97               -0.99
1                1000                 400                2034               -1.97               -0.99
1                1000                 400                2035               -1.98              -0.995
1                1000                 400                2035               -1.98              -0.995
1                1000                 400                2036                  -2                  -1
1                1000                 400                2036                  -2                  -1
1                1000                 400                2036                  -2                  -1
1                1000                 400                2036                  -2                  -1
1                1000                 400                2036                  -2                  -1
1                1000                 400                2036                  -2                  -1
1                1000                 400                2036                  -2                  -1
1                1000                 400                2036                  -2                  -1
1                1000                 400                2037               -1.98              -0.995
1                1000                 400                2038                  -2                  -1
1                1000                 400                2038                  -2                  -1
1                1000                 400                2038                  -2                  -1
1                1000                 400                2039               -1.98              -0.995
1                1000                 400                2040                  -2                  -1
1                1000                 400                2040                  -2                  -1
1                1000                 400                2040                  -2                  -1
1                1000                 400                2040                  -2                  -1
1                1000                 400                2040                  -2                  -1
1                1000                 400                2040                  -2                  -1
1                1000                 400                2040                  -2                  -1
1                1000                 400                2041               -1.98              -0.995
1                1000                 400                2041               -1.98              -0.995
1                1000                 400                2041               -1.98              -0.995
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2042                  -2                  -1
1                1000                 400                2045               -1.98              -0.995
1                1000                 400                2048                  -2                  -1
1                1000                 400                2049               -1.98              -0.995
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2050                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2052                  -2                  -1
1                1000                 400                2053               -1.98              -0.995
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2054                  -2                  -1
1                1000                 400                2056                  -2                  -1
1                1000                 400                2056                  -2                  -1
1                1000                 400                2056                  -2                  -1
1                1000                 400                2056                  -2                  -1
1                1000                 400                2056                  -2                  -1
1                1000                 400                2057               -1.98              -0.995
1                1000                 400                2058                  -2                  -1
1                1000                 400                2058                  -2                  -1
1                1000                 400                2059               -1.98              -0.995
1                1000                 400                2061               -1.98              -0.995
1                1000                 400                2063               -1.98              -0.995
1                1000                 400                2066                  -2                  -1
1                1000                 400                2066                  -2                  -1
1                1000                 400                2066                  -2                  -1
1                1000                 400                2066                  -2                  -1
1                1000                 400                2066                  -2                  -1
1                1000                 400                2066                  -2                  -1
1                1000                 400                2066                  -2                  -1
1                1000                 400                2066                  -2                  -1
1                1000                 400                2066                  -2                  -1
1                1000                 400                2066                  -2                  -1
1                1000                 400                2066                  -2                  -1
1                1000                 400                2067               -1.98              -0.995
1                1000                 400                2067               -1.98              -0.995
1                1000                 400                2068                  -2                  -1
1                1000                 400                2070                  -2                  -1
1                1000                 400                2070                  -2                  -1
1                1000                 400                2070                  -2                  -1
1                1000                 400                2070                  -2                  -1
1                1000                 400                2070                  -2                  -1
1                1000                 400                2070                  -2                  -1
1                1000                 400                2070                  -2                  -1
1                1000                 400                2071               -1.98              -0.995
1                1000                 400                2072                  -2                  -1
1                1000                 400                2072                  -2                  -1
1                1000                 400                2072                  -2                  -1
1                1000                 400                2072                  -2                  -1
1                1000                 400                2072                  -2                  -1
1                1000                 400                2072                  -2                  -1
1                1000                 400                2072                  -2                  -1
1                1000                 400                2072                  -2                  -1
1                1000                 400                2072                  -2                  -1
1                1000                 400                2072                  -2                  -1
1                1000                 400                2074               -1.96               -0.99
1                1000                 400                2075               -1.94              -0.985
1                1000                 400                2075               -1.94              -0.985
1                1000                 400                2076               -1.96               -0.99
1                1000                 400                2077               -1.98              -0.995
1                1000                 400                2078                  -2                  -1
1                1000                 400                2078                  -2                  -1
1                1000                 400                2078                  -2                  -1
1                1000                 400                2078                  -2                  -1
1                1000                 400                2078                  -2                  -1
1                1000                 400                2079               -1.98              -0.995
1                1000                 400                2080                  -2                  -1
1                1000                 400                2081               -1.98              -0.995
1                1000                 400                2081               -1.98              -0.995
1                1000                 400                2082                  -2                  -1
1                1000                 400                2083               -1.98              -0.995
1                1000                 400                2084                  -2                  -1
1                1000                 400                2086                  -2                  -1
1                1000                 400                2086                  -2                  -1
1                1000                 400                2086                  -2                  -1
1                1000                 400                2086                  -2                  -1
1                1000                 400                2086                  -2                  -1
1                1000                 400                2086                  -2                  -1
1                1000                 400                2086                  -2                  -1
1                1000                 400                2086                  -2                  -1
1                1000                 400                2086                  -2                  -1
1                1000                 400                2086                  -2                  -1
1                1000                 400                2086                  -2                  -1
1                1000                 400                2087               -1.98              -0.995
1                1000                 400                2088                  -2                  -1
1                1000                 400                2088                  -2                  -1
1                1000                 400                2088                  -2                  -1
1                1000                 400                2088                  -2                  -1
1                1000                 400                2088                  -2                  -1
1                1000                 400                2088                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2090                  -2                  -1
1                1000                 400                2091               -1.98              -0.995
1                1000                 400                2092               -1.96               -0.99
1                1000                 400                2094               -1.97               -0.99
1                1000                 400                2095               -1.98              -0.995
1                1000                 400                2096                  -2                  -1
1                1000                 400                2096                  -2                  -1
1                1000                 400                2100                  -2                  -1
1                1000                 400                2100                  -2                  -1
1                1000                 400                2101               -1.98              -0.995
1                1000                 400                2101               -1.98              -0.995
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2102                  -2                  -1
1                1000                 400                2104                  -2                  -1
1                1000                 400                2104                  -2                  -1
1                1000                 400                2104                  -2                  -1
1                1000                 400                2104                  -2                  -1
1                1000                 400                2104                  -2                  -1
1                1000                 400                2104                  -2                  -1
1                1000                 400                2104                  -2                  -1
1                1000                 400                2104                  -2                  -1
1                1000                 400                2107               -1.98              -0.995
1                1000                 400                2107               -1.98              -0.995
1                1000                 400                2108                  -2                  -1
1                1000                 400                2108                  -2                  -1
1                1000                 400                2109               -1.98              -0.995
1                1000                 400                2110               -1.96               -0.99
1                1000                 400                2112                  -2                  -1
1                1000                 400                2112                  -2                  -1
1                1000                 400                2113               -1.98              -0.995
1                1000                 400                2115               -1.98              -0.995
1                1000                 400                2116                  -2                  -1
1                1000                 400                2116                  -2                  -1
1                1000                 400                2116                  -2                  -1
1                1000                 400                2118                  -2                  -1
1                1000                 400                2118                  -2                  -1
1                1000                 400                2118                  -2                  -1
1                1000                 400                2118                  -2                  -1
1                1000                 400                2118                  -2                  -1
1                1000                 400                2118                  -2                  -1
1                1000                 400                2118                  -2                  -1
1                1000                 400                2118                  -2                  -1
1                1000                 400                2118                  -2                  -1
1                1000                 400                2118                  -2                  -1
